### DATA:
#
# 2293
#      Q             I(Q)           Error     
1.74705843E-01  6.66008084E+06  8.19869514E+05
1.75024358E-01  6.66010981E+06  8.31261511E+05
1.75342874E-01  6.54417184E+06  8.16599126E+05
1.75661390E-01  6.67426708E+06  8.25616958E+05
1.75979905E-01  6.03279617E+06  8.11806241E+05
1.76298421E-01  5.51622014E+06  8.13291454E+05
1.76616937E-01  5.40239224E+06  8.23447219E+05
1.76935452E-01  6.62494842E+06  8.08192207E+05
1.77253968E-01  5.26939989E+06  8.12393803E+05
1.77572484E-01  5.32334912E+06  8.11768254E+05
1.77890999E-01  5.41675231E+06  8.10700566E+05
1.78209515E-01  6.84855789E+06  8.22914036E+05
1.78528031E-01  5.64519031E+06  7.93953627E+05
1.78846546E-01  4.23843035E+06  8.06114228E+05
1.79165062E-01  5.71746384E+06  8.12250796E+05
1.79483578E-01  4.96593611E+06  8.07019464E+05
1.79802093E-01  5.00591156E+06  8.00293884E+05
1.80120609E-01  4.53733600E+06  7.99341157E+05
1.80439125E-01  4.45710989E+06  7.92785021E+05
1.80757640E-01  4.92186124E+06  8.09164248E+05
1.81076156E-01  4.70547043E+06  7.93598635E+05
1.81394672E-01  5.94609498E+06  8.05391996E+05
1.81713187E-01  4.16913604E+06  7.95860412E+05
1.82031703E-01  4.18975389E+06  7.96708409E+05
1.82350219E-01  4.69120694E+06  7.91994397E+05
1.82668734E-01  5.98594971E+06  7.94869228E+05
1.82987250E-01  4.78811564E+06  7.96846023E+05
1.83305766E-01  5.54171964E+06  7.96820431E+05
1.83624281E-01  5.44805088E+06  7.98698348E+05
1.83942797E-01  3.59756783E+06  7.80268044E+05
1.84261313E-01  5.21058351E+06  7.87438327E+05
1.84579828E-01  4.39319457E+06  7.85499254E+05
1.84898344E-01  5.13963784E+06  7.87621984E+05
1.85216860E-01  5.58267527E+06  7.95515234E+05
1.85535375E-01  4.43718252E+06  7.81409381E+05
1.85853891E-01  5.40641925E+06  7.86245460E+05
1.86172407E-01  4.72017815E+06  7.93427368E+05
1.86490922E-01  5.39131075E+06  7.84087949E+05
1.86809438E-01  3.96306865E+06  7.79491198E+05
1.87127954E-01  3.97034041E+06  7.79802888E+05
1.87446469E-01  3.97621192E+06  7.77645489E+05
1.87764985E-01  4.07773187E+06  7.83619125E+05
1.88083501E-01  5.62443727E+06  7.82428816E+05
1.88402016E-01  4.16965752E+06  7.79372625E+05
1.88720532E-01  3.74339442E+06  7.72313041E+05
1.89039048E-01  4.21389657E+06  7.75941947E+05
1.89357563E-01  4.49576231E+06  7.78848900E+05
1.89676079E-01  4.21383863E+06  7.73023380E+05
1.89994595E-01  4.71330714E+06  7.76115298E+05
1.90313110E-01  3.87224389E+06  7.74737217E+05
1.90631626E-01  2.88697161E+06  7.67917035E+05
1.90950142E-01  2.53267782E+06  7.66600306E+05
1.91268657E-01  3.52987177E+06  7.66478417E+05
1.91587173E-01  5.63681764E+06  7.78508291E+05
1.91905689E-01  3.36270787E+06  7.69696946E+05
1.92224204E-01  2.41338403E+06  7.64609093E+05
1.92542720E-01  4.38511642E+06  7.63665181E+05
1.92861236E-01  4.05559304E+06  7.63708525E+05
1.93179751E-01  4.33919705E+06  7.70930518E+05
1.93498267E-01  4.22504566E+06  7.59895300E+05
1.93816783E-01  3.91196826E+06  7.59992700E+05
1.94135298E-01  3.23787093E+06  7.65728729E+05
1.94453814E-01  2.76693422E+06  7.52528036E+05
1.94772330E-01  2.59579644E+06  7.61205377E+05
1.95090845E-01  4.96906501E+06  7.64162845E+05
1.95409361E-01  5.09400335E+06  7.63866399E+05
1.95727877E-01  2.68728270E+06  7.59725037E+05
1.96046392E-01  5.30170281E+06  7.70058797E+05
1.96364908E-01  4.95593139E+06  7.64448777E+05
1.96683424E-01  3.01486985E+06  7.61293601E+05
1.97001939E-01  3.94289020E+06  7.53551594E+05
1.97320455E-01  2.73661584E+06  7.54878074E+05
1.97638971E-01  5.13550945E+06  7.63232583E+05
1.97957486E-01  5.37551662E+06  7.57190975E+05
1.98276002E-01  3.40793677E+06  7.55489875E+05
1.98594518E-01  4.27380903E+06  7.56017995E+05
1.98913033E-01  4.30682173E+06  7.51988734E+05
1.99231549E-01  3.36545531E+06  7.47067752E+05
1.99550065E-01  3.55819113E+06  7.45564829E+05
1.99868580E-01  3.09266722E+06  7.51922377E+05
2.00187096E-01  5.11318230E+06  7.55575331E+05
2.00505612E-01  3.92575372E+06  7.52141292E+05
2.00824127E-01  2.62485457E+06  7.44275849E+05
2.01142643E-01  3.65953726E+06  7.41378404E+05
2.01461159E-01  3.43757914E+06  7.47587674E+05
2.01779674E-01  2.80553836E+06  7.44758046E+05
2.02098190E-01  3.72155497E+06  7.43545206E+05
2.02416706E-01  4.88486983E+06  7.44398102E+05
2.02735221E-01  4.34464848E+06  7.48077097E+05
2.03053737E-01  5.71977188E+06  7.54218210E+05
2.03372253E-01  4.95760688E+06  7.40257454E+05
2.03690768E-01  3.59985656E+06  7.38089146E+05
2.04009284E-01  3.61689163E+06  7.39734031E+05
2.04327800E-01  3.95732269E+06  7.46634703E+05
2.04646315E-01  5.93066298E+06  7.50806947E+05
2.04964831E-01  4.15069104E+06  7.34890968E+05
2.05283347E-01  4.46116586E+06  7.40364327E+05
2.05601862E-01  3.60923357E+06  7.37693051E+05
2.05920378E-01  3.84804327E+06  7.37913500E+05
2.06238894E-01  4.61927142E+06  7.40335582E+05
2.06557409E-01  4.96803170E+06  7.38398529E+05
2.06875925E-01  5.01714273E+06  7.43108550E+05
2.07194441E-01  3.19151699E+06  7.33037904E+05
2.07512956E-01  4.57185038E+06  7.33883044E+05
2.07831472E-01  3.24588146E+06  7.30838454E+05
2.08149988E-01  5.25013887E+06  7.37438294E+05
2.08468503E-01  2.25894817E+06  7.32934104E+05
2.08787019E-01  3.44103638E+06  7.30053631E+05
2.09105535E-01  4.56383500E+06  7.32948587E+05
2.09424050E-01  3.44974223E+06  7.28098741E+05
2.09742566E-01  4.04873169E+06  7.35468591E+05
2.10061082E-01  4.35952520E+06  7.35652599E+05
2.10379597E-01  5.74984882E+06  7.31620606E+05
2.10698113E-01  4.37405425E+06  7.26573911E+05
2.11016629E-01  3.13866867E+06  7.22987054E+05
2.11335144E-01  4.45813837E+06  7.37351513E+05
2.11653660E-01  2.85334085E+06  7.25659887E+05
2.11972176E-01  2.24867786E+06  7.10009037E+05
2.12290691E-01  3.13098163E+06  7.23583542E+05
2.12609207E-01  3.72353949E+06  7.26586970E+05
2.12927723E-01  3.64929110E+06  7.29780910E+05
2.13246238E-01  4.16068611E+06  7.25806194E+05
2.13564754E-01  4.54572317E+06  7.24835975E+05
2.13883270E-01  2.30310512E+06  7.25771712E+05
2.14201785E-01  2.71671745E+06  7.15183137E+05
2.14520301E-01  2.45087761E+06  7.15300722E+05
2.14838817E-01  5.42971693E+06  7.20750239E+05
2.15157332E-01  4.00888179E+06  7.18608438E+05
2.15475848E-01  4.92151359E+06  7.27866788E+05
2.15794364E-01  3.46997378E+06  7.14090937E+05
2.16112879E-01  4.63536010E+06  7.14614879E+05
2.16431395E-01  4.59821901E+06  7.21585162E+05
2.16749911E-01  3.32714572E+06  7.21297843E+05
2.17068426E-01  4.40423260E+06  7.25473217E+05
2.17386942E-01  4.84721208E+06  7.14881161E+05
2.17705458E-01  3.94324751E+06  7.13664657E+05
2.18023973E-01  3.27925147E+06  7.12593911E+05
2.18342489E-01  3.86739604E+06  7.16850067E+05
2.18661005E-01  3.56930159E+06  7.07828166E+05
2.18979520E-01  3.84377002E+06  7.11557309E+05
2.19298036E-01  3.36932779E+06  7.14145522E+05
2.19616552E-01  5.05376717E+06  7.13395221E+05
2.19935067E-01  3.42497666E+06  7.12471993E+05
2.20253583E-01  3.56438131E+06  7.02893956E+05
2.20572099E-01  3.46830311E+06  7.08294221E+05
2.20890614E-01  2.62148908E+06  7.13654613E+05
2.21209130E-01  4.17654301E+06  7.07140466E+05
2.21527646E-01  3.64744660E+06  7.07135865E+05
2.21846161E-01  2.50965537E+06  7.01903060E+05
2.22164677E-01  3.33980130E+06  7.10468628E+05
2.22483193E-01  3.03839930E+06  7.14940052E+05
2.22801708E-01  3.91041829E+06  7.01606347E+05
2.23120224E-01  4.94645297E+06  7.09977098E+05
2.23438740E-01  4.30756049E+06  7.07185503E+05
2.23757255E-01  2.75747994E+06  7.02577788E+05
2.24075771E-01  4.18596832E+06  7.10782833E+05
2.24394287E-01  3.75053100E+06  6.92949992E+05
2.24712802E-01  4.62468420E+06  7.07804979E+05
2.25031318E-01  2.75339501E+06  6.95828409E+05
2.25349834E-01  4.96010324E+06  7.05635036E+05
2.25668349E-01  3.34545069E+06  7.00379558E+05
2.25986865E-01  4.78872404E+06  6.97163736E+05
2.26305381E-01  3.79656142E+06  7.04574332E+05
2.26623896E-01  3.72261724E+06  6.98377408E+05
2.26942412E-01  5.07133339E+06  7.05679145E+05
2.27260928E-01  3.48242175E+06  6.90949168E+05
2.27579443E-01  2.87273226E+06  6.97548349E+05
2.27897959E-01  4.16603612E+06  7.05952732E+05
2.28216475E-01  3.70169520E+06  6.89331687E+05
2.28534990E-01  4.22790897E+06  6.96695610E+05
2.28853506E-01  4.12419686E+06  6.92113182E+05
2.29172022E-01  3.74107190E+06  6.97992205E+05
2.29490537E-01  2.89899949E+06  6.95716418E+05
2.29809053E-01  3.85639182E+06  6.88404855E+05
2.30127569E-01  3.29799101E+06  6.97964803E+05
2.30446084E-01  1.93186318E+06  6.86425292E+05
2.30764600E-01  3.59464657E+06  6.91550881E+05
2.31083116E-01  3.70141031E+06  6.95352161E+05
2.31401631E-01  3.74535965E+06  6.85294709E+05
2.31720147E-01  4.11493574E+06  6.89990012E+05
2.32038663E-01  2.61698889E+06  6.89688175E+05
2.32357178E-01  4.50544353E+06  6.93860842E+05
2.32675694E-01  4.16462619E+06  6.89031269E+05
2.32994210E-01  1.98693263E+06  6.81527189E+05
2.33312725E-01  3.32620415E+06  6.89498707E+05
2.33631241E-01  3.12877017E+06  6.86494261E+05
2.33949757E-01  4.33267853E+06  6.86485595E+05
2.34268272E-01  3.74966187E+06  6.84101542E+05
2.34586788E-01  4.23154969E+06  6.86109483E+05
2.34905304E-01  3.06524113E+06  6.91027705E+05
2.35223819E-01  3.38982011E+06  6.79215023E+05
2.35542335E-01  3.85993596E+06  6.82043795E+05
2.35860851E-01  3.71811221E+06  6.83431965E+05
2.36179366E-01  3.35874365E+06  6.87081228E+05
2.36497882E-01  3.58525025E+06  6.86666008E+05
2.36816398E-01  4.23241400E+06  6.73719727E+05
2.37134913E-01  3.03311206E+06  6.80758562E+05
2.37453429E-01  3.53193839E+06  6.80791184E+05
2.37771945E-01  3.38083420E+06  6.79524879E+05
2.38090460E-01  5.43007907E+06  6.84802521E+05
2.38408976E-01  3.93959713E+06  6.75964452E+05
2.38727492E-01  3.65067206E+06  6.80661719E+05
2.39046007E-01  4.99277794E+06  6.78956734E+05
2.39364523E-01  3.26038156E+06  6.80692572E+05
2.39683039E-01  3.21607974E+06  6.72389505E+05
2.40001554E-01  2.93586536E+06  6.74210459E+05
2.40320070E-01  2.92234063E+06  6.80773153E+05
2.40638586E-01  2.89015844E+06  6.69448538E+05
2.40957101E-01  4.21644603E+06  6.73226296E+05
2.41275617E-01  3.76228848E+06  6.78216724E+05
2.41594133E-01  3.78270353E+06  6.77162635E+05
2.41912648E-01  6.07572184E+06  6.79545162E+05
2.42231164E-01  2.23975956E+06  6.68615864E+05
2.42549680E-01  3.07175965E+06  6.70040475E+05
2.42868195E-01  3.76969546E+06  6.70619491E+05
2.43186711E-01  3.17802123E+06  6.70621340E+05
2.43505227E-01  3.80073329E+06  6.75470408E+05
2.43823742E-01  3.84091153E+06  6.67773949E+05
2.44142258E-01  3.66538461E+06  6.73202188E+05
2.44460774E-01  3.18085558E+06  6.70315029E+05
2.44779289E-01  2.80832926E+06  6.70137318E+05
2.45097805E-01  3.46994965E+06  6.65526647E+05
2.45416321E-01  3.19965306E+06  6.63540325E+05
2.45734836E-01  4.79914402E+06  6.75847434E+05
2.46053352E-01  3.69529256E+06  6.69212031E+05
2.46371868E-01  3.59712844E+06  6.67261000E+05
2.46690383E-01  2.59638552E+06  6.64970630E+05
2.47008899E-01  2.17547245E+06  6.60903512E+05
2.47327415E-01  3.81138986E+06  6.71237560E+05
2.47645930E-01  2.55989627E+06  6.60859977E+05
2.47964446E-01  1.59327663E+06  6.59895459E+05
2.48282962E-01  2.60454092E+06  6.62443377E+05
2.48601477E-01  3.31546066E+06  6.61698556E+05
2.48919993E-01  4.03005974E+06  6.68555093E+05
2.49238509E-01  3.70332242E+06  6.55185998E+05
2.49557024E-01  2.49027846E+06  6.60814299E+05
2.49875540E-01  2.82807313E+06  6.57628102E+05
2.50194056E-01  2.78880749E+06  6.60245506E+05
2.50512571E-01  3.13689659E+06  6.61421084E+05
2.50831087E-01  3.07923423E+06  6.54463925E+05
2.51149603E-01  1.95886434E+06  6.55450326E+05
2.51468118E-01  3.44628983E+06  6.57076534E+05
2.51786634E-01  2.91482259E+06  6.59632745E+05
2.52105150E-01  2.50793642E+06  6.52310139E+05
2.52423665E-01  2.36877319E+06  6.54399207E+05
2.52742181E-01  1.63873246E+06  6.60273513E+05
2.53060697E-01  3.56340594E+06  6.54183619E+05
2.53379212E-01  3.63399430E+06  6.55580961E+05
2.53697728E-01  2.29626790E+06  6.52824439E+05
2.54016244E-01  2.02082895E+06  6.50200034E+05
2.54334759E-01  2.85129356E+06  6.60656751E+05
2.54653275E-01  1.32325045E+06  6.44430168E+05
2.54971791E-01  2.66351664E+06  6.51900124E+05
2.55290306E-01  2.45637732E+06  6.53056111E+05
2.55608822E-01  2.94645433E+06  6.52504116E+05
2.55927338E-01  3.27623846E+06  6.57608530E+05
2.56245853E-01  3.36965131E+06  6.46215364E+05
2.56564369E-01  3.26405124E+06  6.51913611E+05
2.56882885E-01  2.78676018E+06  6.49336200E+05
2.57201400E-01  2.19022362E+06  6.49151140E+05
2.57519916E-01  3.05785347E+06  6.44178518E+05
2.57838432E-01  2.54641500E+06  6.47764340E+05
2.58156947E-01  3.83269819E+06  6.53315028E+05
2.58475463E-01  3.27914525E+06  6.50043544E+05
2.58793979E-01  2.86678833E+06  6.49891050E+05
2.59112494E-01  2.08497120E+06  6.44369337E+05
2.59431010E-01  2.53202114E+06  6.44214722E+05
2.59749526E-01  2.24032450E+06  6.44591400E+05
2.60068041E-01  3.31095080E+06  6.44131208E+05
2.60386557E-01  2.93385669E+06  6.43329082E+05
2.60705073E-01  2.67207281E+06  6.44338097E+05
2.61023588E-01  2.59632758E+06  6.43606558E+05
2.61342104E-01  2.63961540E+06  6.43523866E+05
2.61660620E-01  3.88373581E+06  6.41752727E+05
2.61979135E-01  3.18483912E+06  6.47046510E+05
2.62297651E-01  1.75539952E+06  6.37286060E+05
2.62616167E-01  3.24312920E+06  6.47537422E+05
2.62934682E-01  2.06367254E+06  6.39903740E+05
2.63253198E-01  3.14239147E+06  6.38092998E+05
2.63571714E-01  2.73848932E+06  6.42061100E+05
2.63890229E-01  3.43896011E+06  6.38758004E+05
2.64208745E-01  2.76359770E+06  6.43447975E+05
2.64527261E-01  2.53222877E+06  6.38081474E+05
2.64845776E-01  3.95351780E+06  6.42698016E+05
2.65164292E-01  1.99042849E+06  6.37905968E+05
2.65482808E-01  2.79046850E+06  6.36392398E+05
2.65801323E-01  3.46881011E+06  6.37959456E+05
2.66119839E-01  1.17650160E+06  6.31170555E+05
2.66438355E-01  1.47611222E+06  6.37940736E+05
2.66756870E-01  2.91754106E+06  6.40388082E+05
2.67075386E-01  3.75122631E+06  6.37696509E+05
2.67393902E-01  3.34205622E+06  6.32663894E+05
2.67712417E-01  3.55644803E+06  6.35406047E+05
2.68030933E-01  2.16678107E+06  6.35924516E+05
2.68349449E-01  3.06920052E+06  6.35023407E+05
2.68667964E-01  2.20823405E+06  6.29304089E+05
2.68986480E-01  2.79356841E+06  6.32835369E+05
2.69304996E-01  3.76659554E+06  6.32814058E+05
2.69623511E-01  2.77969121E+06  6.35655233E+05
2.69942027E-01  2.69850904E+06  6.29490423E+05
2.70260543E-01  2.43039497E+06  6.33488445E+05
2.70579058E-01  2.36083025E+06  6.34666494E+05
2.70897574E-01  4.02715297E+06  6.29864232E+05
2.71216090E-01  2.13023389E+06  6.36043322E+05
2.71534605E-01  2.54809535E+06  6.23413584E+05
2.71853121E-01  2.37547521E+06  6.29648499E+05
2.72171636E-01  3.22888502E+06  6.34954884E+05
2.72490152E-01  1.88115390E+06  6.27847342E+05
2.72808668E-01  1.44116327E+06  6.23523800E+05
2.73127183E-01  2.19249786E+06  6.23925630E+05
2.73445699E-01  3.52679599E+06  6.32681306E+05
2.73764215E-01  2.69740814E+06  6.26433229E+05
2.74082730E-01  2.21852367E+06  6.20409965E+05
2.74401246E-01  2.23660653E+06  6.26596860E+05
2.74719762E-01  3.36760402E+06  6.26398482E+05
2.75038277E-01  2.68893889E+06  6.29365993E+05
2.75356793E-01  2.65525986E+06  6.26198892E+05
2.75675309E-01  2.47883001E+06  6.19065667E+05
2.75993824E-01  1.94074769E+06  6.24685678E+05
2.76312340E-01  2.27134302E+06  6.21840917E+05
2.76630856E-01  1.47685099E+06  6.23654270E+05
2.76949371E-01  2.54531411E+06  6.20076072E+05
2.77267887E-01  2.67247358E+06  6.19278939E+05
2.77586403E-01  2.37445156E+06  6.28922194E+05
2.77904918E-01  1.74299502E+06  6.15658022E+05
2.78223434E-01  2.51278909E+06  6.20996403E+05
2.78541950E-01  2.32095621E+06  6.17474727E+05
2.78860465E-01  1.58249450E+06  6.20464183E+05
2.79178981E-01  1.51856470E+06  6.24259565E+05
2.79497497E-01  2.77533104E+06  6.14493360E+05
2.79816012E-01  2.42132215E+06  6.21975460E+05
2.80134528E-01  3.09646243E+06  6.20766056E+05
2.80453044E-01  2.48173678E+06  6.16949558E+05
2.80771559E-01  2.05870880E+06  6.20215744E+05
2.81090075E-01  3.32463488E+06  6.15884238E+05
2.81408591E-01  2.73302342E+06  6.20380044E+05
2.81727106E-01  1.99743468E+06  6.14560643E+05
2.82045622E-01  2.80563492E+06  6.15799711E+05
2.82364138E-01  1.79857629E+06  6.14044518E+05
2.82682653E-01  3.33529145E+06  6.15458133E+05
2.83001169E-01  2.15481597E+06  6.19984727E+05
2.83319685E-01  3.13982269E+06  6.17107012E+05
2.83638200E-01  2.72581441E+06  6.19060825E+05
2.83956716E-01  3.16352596E+06  6.11264140E+05
2.84275232E-01  1.49238437E+06  6.16681048E+05
2.84593747E-01  3.31273736E+06  6.17268221E+05
2.84912263E-01  1.40933841E+06  6.07624160E+05
2.85230779E-01  3.16565052E+06  6.18471715E+05
2.85549294E-01  3.00449333E+06  6.09780538E+05
2.85867810E-01  1.79287862E+06  6.15421961E+05
2.86186326E-01  3.87182380E+06  6.12642008E+05
2.86504841E-01  2.63610505E+06  6.10383310E+05
2.86823357E-01  2.22025228E+06  6.13538567E+05
2.87141873E-01  2.08674327E+06  6.08446890E+05
2.87460388E-01  3.68966732E+06  6.14229197E+05
2.87778904E-01  2.38210478E+06  6.10823084E+05
2.88097420E-01  2.51494261E+06  6.08148594E+05
2.88415935E-01  3.39604891E+06  6.18351376E+05
2.88734451E-01  2.63526489E+06  6.00939378E+05
2.89052967E-01  2.43012456E+06  6.12654249E+05
2.89371482E-01  2.41824637E+06  6.09749809E+05
2.89689998E-01  2.38161710E+06  6.09356242E+05
2.90008514E-01  2.05196816E+06  6.11658724E+05
2.90327029E-01  1.86633995E+06  6.01941023E+05
2.90645545E-01  2.35740682E+06  6.08562990E+05
2.90964061E-01  2.24149784E+06  6.04698424E+05
2.91282576E-01  2.76068610E+06  6.09478693E+05
2.91601092E-01  2.24284499E+06  6.07315065E+05
2.91919608E-01  2.46556119E+06  6.03665724E+05
2.92238123E-01  1.91335540E+06  6.02244436E+05
2.92556639E-01  2.11423696E+06  6.05893533E+05
2.92875155E-01  2.53619783E+06  6.01841678E+05
2.93193670E-01  3.31433078E+06  6.13120842E+05
2.93512186E-01  2.50294371E+06  6.00764364E+05
2.93830702E-01  4.31591386E+06  6.09507681E+05
2.94149217E-01  3.37658991E+06  6.03938919E+05
2.94467733E-01  2.36113928E+06  6.03151474E+05
2.94786249E-01  2.41621839E+06  6.01316803E+05
2.95104764E-01  1.85387751E+06  6.02081465E+05
2.95423280E-01  2.26976891E+06  6.04027966E+05
2.95741796E-01  2.07814365E+06  6.00363066E+05
2.96060311E-01  2.29924228E+06  6.00584318E+05
2.96378827E-01  2.38228344E+06  5.97590633E+05
2.96697343E-01  2.95955898E+06  6.00468381E+05
2.97015858E-01  2.24254080E+06  6.04077468E+05
2.97334374E-01  2.75776483E+06  5.96883868E+05
2.97652890E-01  2.50303062E+06  5.99550567E+05
2.97971405E-01  3.60657788E+06  6.02702206E+05
2.98289921E-01  1.46411331E+06  5.95043412E+05
2.98608437E-01  2.20161895E+06  6.01319864E+05
2.98926952E-01  2.01909550E+06  5.95314564E+05
2.99245468E-01  1.85809764E+06  5.97849900E+05
2.99563984E-01  2.75785658E+06  5.96361860E+05
2.99882499E-01  2.10718729E+06  5.95366916E+05
3.00201015E-01  2.16784336E+06  5.97123648E+05
3.00519531E-01  2.31763901E+06  5.95373329E+05
3.00838046E-01  2.51878613E+06  5.97105770E+05
3.01156562E-01  2.11309743E+06  5.95700522E+05
3.01475078E-01  2.39737743E+06  5.95388512E+05
3.01793593E-01  3.46571502E+06  5.94530753E+05
3.02112109E-01  3.67398424E+06  5.97972784E+05
3.02430625E-01  2.58803215E+06  5.93756860E+05
3.02749140E-01  2.74944044E+06  5.97839947E+05
3.03067656E-01  2.78391618E+06  6.03744554E+05
3.03386172E-01  1.11090595E+06  5.96227972E+05
3.03704687E-01  2.32492526E+06  6.07496545E+05
3.04023203E-01  1.12105070E+06  6.07511299E+05
3.04341719E-01  2.21042620E+06  6.05983068E+05
3.04660234E-01  3.05129632E+06  6.12115901E+05
3.04978750E-01  3.02886777E+06  6.09773964E+05
3.05297266E-01  1.74873615E+06  6.18902676E+05
3.05615781E-01  2.40368834E+06  6.13631643E+05
3.05934297E-01  2.34980188E+06  6.18382942E+05
3.06252813E-01  2.93739601E+06  6.22068139E+05
3.06571328E-01  2.41796149E+06  6.14574210E+05
3.06889844E-01  2.41391517E+06  6.22625935E+05
3.07208360E-01  2.69291760E+06  6.16830106E+05
3.07526875E-01  2.35404133E+06  6.24283123E+05
3.07845391E-01  2.47618397E+06  6.26238880E+05
3.08163907E-01  2.57651127E+06  6.16407718E+05
3.08482422E-01  1.77367070E+06  6.23884792E+05
3.08800938E-01  2.81220174E+06  6.21131510E+05
3.09119454E-01  3.28812632E+06  6.29756183E+05
3.09437969E-01  1.87143405E+06  6.26675597E+05
3.09756485E-01  3.30539799E+06  6.31296747E+05
3.10075001E-01  2.79276205E+06  6.29806476E+05
3.10393516E-01  1.29474277E+06  6.23515704E+05
3.10712032E-01  2.67936391E+06  6.30573367E+05
3.11030548E-01  3.82965621E+06  6.42777877E+05
3.11349063E-01  2.36884562E+06  6.42802424E+05
3.11667579E-01  1.90447572E+06  6.47946066E+05
3.11986095E-01  1.95031784E+06  6.49770619E+05
3.12304610E-01  2.96308381E+06  6.63492714E+05
3.12623126E-01  2.42690876E+06  6.52059578E+05
3.12941642E-01  1.77906901E+06  6.58240266E+05
3.13260157E-01  2.30689068E+06  6.69231157E+05
3.13578673E-01  1.96305069E+06  6.62086970E+05
3.13897189E-01  1.71281184E+06  6.69662119E+05
3.14215704E-01  3.23658170E+06  6.66365520E+05
3.14534220E-01  1.64625048E+06  6.69952343E+05
3.14852736E-01  1.93206597E+06  6.72489073E+05
3.15171251E-01  2.00956880E+06  6.61120397E+05
3.15489767E-01  5.28859816E+05  6.57517347E+05
3.15808283E-01  -3.26882184E+05  6.48654675E+05
3.16126798E-01  2.42145251E+06  6.58977237E+05
3.16445314E-01  2.61767454E+06  6.58632880E+05
3.16763830E-01  2.75767309E+06  6.51798107E+05
3.17082345E-01  1.70181244E+06  6.55393762E+05
3.17400861E-01  2.79724293E+06  6.51118724E+05
3.17719377E-01  1.92335530E+06  6.53212654E+05
3.18037892E-01  2.64034933E+06  6.48214561E+05
3.18356408E-01  1.57348446E+06  6.42222967E+05
3.18674924E-01  2.40284817E+06  6.51937327E+05
3.18993439E-01  1.98489981E+06  6.42740848E+05
3.19311955E-01  2.96776749E+06  6.57582825E+05
3.19630471E-01  2.48298737E+06  6.40899539E+05
3.19948986E-01  3.23809304E+06  6.51118681E+05
3.20267502E-01  1.84819915E+06  6.46910557E+05
3.20586018E-01  2.54113742E+06  6.42439892E+05
3.20904533E-01  2.94812984E+06  6.47910078E+05
3.21223049E-01  3.08289426E+06  6.41601052E+05
3.21541565E-01  1.99067474E+06  6.45417229E+05
3.21860080E-01  1.44433080E+06  6.40128216E+05
3.22178596E-01  1.22385022E+06  6.38626734E+05
3.22497112E-01  1.07124919E+06  6.40845818E+05
3.22815627E-01  1.41906790E+06  6.34567017E+05
3.23134143E-01  2.42724192E+06  6.46527890E+05
3.23452659E-01  3.93866523E+06  6.46296729E+05
3.23771174E-01  1.25510050E+06  6.32264699E+05
3.24089690E-01  1.40489615E+06  6.45280913E+05
3.24408206E-01  1.73609504E+06  6.34533537E+05
3.24726721E-01  1.82793378E+06  6.40461282E+05
3.25045237E-01  2.13758775E+06  6.35898940E+05
3.25363753E-01  1.86627718E+06  6.36930660E+05
3.25682268E-01  1.41302740E+06  6.38846811E+05
3.26000784E-01  1.06792233E+06  6.36702139E+05
3.26319300E-01  2.85854119E+06  6.45177623E+05
3.26637815E-01  1.89450963E+06  6.31048481E+05
3.26956331E-01  9.97237397E+05  6.36236057E+05
3.27274847E-01  2.17949461E+06  6.37414043E+05
3.27593362E-01  2.32000982E+06  6.40685897E+05
3.27911878E-01  2.03939949E+06  6.34455867E+05
3.28230394E-01  3.07408701E+06  6.38270502E+05
3.28548909E-01  2.82106210E+06  6.39607564E+05
3.28867425E-01  1.73904045E+06  6.35977591E+05
3.29185941E-01  1.93367871E+06  6.33106112E+05
3.29504456E-01  1.69675696E+06  6.34040444E+05
3.29822972E-01  2.44858406E+06  6.34864416E+05
3.30141488E-01  2.44475020E+06  6.37639373E+05
3.30460003E-01  1.18647252E+06  6.31668707E+05
3.30778519E-01  9.11767495E+05  6.32469646E+05
3.31097035E-01  1.72506667E+06  6.34109439E+05
3.31415550E-01  1.93964678E+06  6.32196512E+05
3.31734066E-01  2.11592211E+06  6.37148118E+05
3.32052582E-01  1.38664912E+06  6.27610809E+05
3.32371097E-01  2.19589715E+06  6.38850485E+05
3.32689613E-01  1.69912294E+06  6.29996115E+05
3.33008129E-01  9.02438764E+05  6.32436776E+05
3.33326644E-01  2.06549289E+06  6.30934461E+05
3.33645160E-01  2.31471291E+06  6.35013685E+05
3.33963676E-01  1.92779756E+06  6.34516994E+05
3.34282191E-01  2.57534277E+06  6.33744800E+05
3.34600707E-01  9.86305594E+05  6.32291280E+05
3.34919223E-01  1.29887116E+06  6.30427986E+05
3.35237738E-01  2.22083653E+06  6.28057842E+05
3.35556254E-01  4.10068190E+05  6.33434428E+05
3.35874770E-01  4.21072421E+05  6.25054557E+05
3.36193285E-01  1.88495396E+06  6.33079290E+05
3.36511801E-01  1.71366166E+06  6.28993360E+05
3.36830317E-01  2.03172695E+06  6.32677856E+05
3.37148832E-01  1.42357775E+06  6.32719561E+05
3.37467348E-01  1.89666798E+06  6.21636027E+05
3.37785864E-01  1.62777168E+06  6.34061825E+05
3.38104379E-01  2.90143790E+06  6.28597390E+05
3.38422895E-01  1.85391130E+06  6.29660438E+05
3.38741411E-01  2.11237314E+06  6.30572356E+05
3.39059926E-01  2.48838568E+05  6.11275888E+05
